Professor	Course	Rating	Comment
Paul Barford	CS638	AWESOME	Barford is an unbelievably good resource for students. His copious amount of knowledge in the field as well as generally phenomenal insight into any situation made this class phenomenal. Genuinely cares about your product and your learning.
Paul Barford	CS640	AVERAGE	He is a good teacher. But the exam is too weird that you can only know what he is asking after you see the answers. If you would take his class, then good luck.
Paul Barford	CS640	GOOD	Excellent teacher and very knowledgeable in the field.  A high-level mover and shaker, so it's exciting to having him teaching an undergraduate class.  On the down-side, the guy cannot write exams and his exams can be extremely hard and pedantic with an emphasis on memorization of minute details.  Study hard, do all the work and you may do well.
Cristian Estan	CS838	AVERAGE	Nice guy, slow phase, not clear.
Cristian Estan	CS369	AVERAGE	His lectures provide an overview of the topic, mostly theoretical. For this course, he made up all the lectures by compiling about 10 different books (so there was no course book). He put readings online and was fairly helpful at office hours. For projects, you're expected to fill in the gaps by doing research on your own time. Pretty tough class.
Hidayath Ansari	CS368	GOOD	Considering the class is more of a self-taught C++ course, he did a good job to highlight the major points one should know about the language. You could more than get by without lecture, but he took attendance(once a week for 50mins). His explanations were pretty good, but I've heard better from other professors, overall pretty decent dude.
Hidayath Ansari	CS367	AWESOME	Really nice guy who is always there to help. Offers pre-lecture note sheets for you to help keep you on track. Easy grader for programs, but exams are pretty difficult. Overall a cool guy and a good teacher.
Susan Horwitz	CS701	GOOD	Great Professor. loved the course
Susan Horwitz	CS367	AWESOME	A great professor. Her notes are awesome lectures are clear and fun. She encourages group work and keeps the class entertaining. Exams are ok not too bad, curves are good but overall a great lecturer. Take her if u can
Susan Horwitz	CS367	AWESOME	Excellent lecturer. Superb relevance and clarity in covered material, and even more impressive--she gets rooms full of stodgy male comp sci majors to get up and play with toys and make silly noises. Thoroughly enjoyable. Class requires a fair amount of work, but all is appropriate.
Susan Horwitz	CS367	GOOD	No Comments
Scott Alfeld	CS540	AWESOME	Really knowledgeable  in his area of expertise. Very relaxed teaching style, but answers questions very clearly and in a way that is easy to understand. Always responds to emails with detailed answers. His exams were rather hard, and programs were challenging, but I feel i learned more in his 540 class than i would have with any other professor.
Scott Alfeld	CS540	AWESOME	Loves his area of expertise and it shows. Explains things clearly and concisely and has fun with it. Really relaxed teaching style while still being super knowledgeable about the topic, but the material isn't going to necessarily be easy. One of my favorite teachers to date.
Gautam Prakriya	CS240	AWESOME	Teaches to the dumbest in the class. Clearly an intro class.
Gautam Prakriya	66309	GOOD	Very clear and detailed in lecture. He works hard writing everything up on the chalkboard. He knows the material in and out.
Gautam Prakriya	CS577	GOOD	Very nice TA for CS577. Go to guy to ask for help. Also very smart.
Sushmita Roy	576	GOOD	It is easy for cs students like me. For those who are in biology... I am not sure how you feel. The course is a quite useful intro course for people who want to do research in bioinformatics.
Sushmita Roy	CS576	POOR	Don't take this class unless you have previous algorithms, statitstics and biology courses. She doesn't explain the algorithms well enough to understand and examples in the slides are not present. If you ask a question, prepare to get into an argument with her about why you don't understand. Midterm is also very difficult, not enough time.
David Dewitt	CS564	AWESOME	Great professor, keeps material fresh with interesting side-notes and actually funny jokes. Very approachable, patient and easy to understand.
Jesse Holzer	CS412	AWFUL	He is a terrible teacher.  Midterm was based on concepts barely mentioned and had almost nothing to do with homework or examples.  Do not take the class with him if you want a teacher who can teach.
Jesse Holzer	CS525	AWESOME	I liked the examples he used to be clear in explaining tough concepts. Maybe because he is a graduate student,but he was definitely more down to earth and accessible during office hours. This made the learning experience much easier for me as A. I am not a computer science student B. I suck at math.. Very satisfied with what I've achieved.
Jesse Holzer	CS525	AWESOME	Excellent professor and a very informative class. Prof. Holzer always made himself available to meet outside of class to clarify material. Overall, very fun and taught well.
Jesse Holzer	CS525	POOR	He is a bad teacher.. Can't teach even to save his own life.. In the initial part of the course, when things were easy, he followed the book page by page. When things started to get complex, he started teaching his own material. In the final exam, he gave questions worth 64 points on subject matter he had taught in the very last week (3 classes)..
Jesse Holzer	CS525	AWFUL	he just could not clarify anything.. continually making mistakes in class and instruction is like reading textbook out loud. even though he does not speak loud enough. he was like showing something all by himself and no interactions. too many homework with careless grading coming a month later.
Chris RE	CS764	AWFUL	Very heavy workload. Bad lectures. Unrelated midterm exam. Unclear grading scale. Professor often skips his classes.
Finn Kuusisto	CS302	AWESOME	He's so funny! The lecture is well designed. But you gotta spend some time analyzing the lecture notes. Those are extremely important. Reading textbook is not really helpful. So do go to the lec!!
Finn Kuusisto	CS302	AWESOME	Amazing teacher, super cute and is really passionate about the material. He is really helpful on all of the programming assignments and teaches things in a manner anyone can understand. I am so happy I had Finn. Definitely recommend him as a professor!!!! &lt;3 Finn
Finn Kuusisto	CS302	AWESOME	Technically, He's a TA. Still, this guy is freaking awesome. Nice guy, very helpful, and makes the material interesting. I'm not a computer science kind of guy, but I was easily able to get an A because of his helpfulness. I sincerely hope Finn decides to become a professor, but I think he'll be off to do bigger and better things soon.
Finn Kuusisto	CS302	AWESOME	Awesome. The best instructor you could hope for.
Suman Banerjee	CS407	GOOD	Course is a bit disorganized. The project is really all that matters, and he is a relatively generous grader if you put in th effort.
Suman Banerjee	CS407	AWESOME	Prof. Banerjee, Micky and the TAs were knowledgeable and are good at explaining topics. The class was a bit disorganized so if you like step-by-step instruction, you're better off with another class. If you want freedom to work on a project you've had on the back-burner and/or like picking up topics on-the-fly, you'll enjoy the class.
Suman Banerjee	CS407	GOOD	Three week cram session on learning iOS or Android is not sufficient. You will do most of your learning on your own. Suman's lectures consist of him reading from his slides and talking about network protocols and communications. Guest speakers are sometimes interesting. Really just need to do the project to get an A although there are two midterms
Suman Banerjee	ECE707	AWESOME	Great class, well organized, homeworks re-enforced concepts from lecture, exams were very fair.
Suman Banerjee	CS407	GOOD	There were two fairly hard midterms and a few homework assignments, but the majority of your grade was based on having a working app at the end. You have to teach yourself most of the coding. In class he likes to lecture about related, but not necessarily helpful topics. Not a bad class, pretty easy A.
Emily Jacobson	CS537	GOOD	She's a good prof and very helpful and willing to spend time with you in office hours. But you are never sure what to expect on quizzes.
Emily Jacobson	CS537	AWESOME	Fun teacher. She's very intelligent and confident. Quizzes are 50/50 if you're gonna do well or not, even if you study. Lecture is very important/useful, she's great at answering most questions, and she's very helpful. I learned a lot from her and would recommend her to anyone. She's not easy or hard, I'd say a good middle.
Michael Gleicher	CS559	AVERAGE	Mike is very knowledgable and cares for his students success.  But that's about all he has going for him.  Lectures are disorganized, the PowerPoints are not useful, and he rarely provides examples on the concepts he is teaching.  Homework requirements weren't clearly stated.  Exams were reasonable, but not easy if you didn't study.
Michael Gleicher	CS559	AWESOME	Class now taught with WebGL, project based. Prof does GREAT job of mitigating large class and individual needs through a class forum, good handpicked resources and help sessions. He expects the best, will push you and the material is difficult if you haven't seen it. Bottom line: this class is the most fun and educational one I've had here.
Michael Gleicher	CS559	AVERAGE	If you take this professor, make sure you like to and are good at teaching yourself because the material he provides is no help at all in completing assignments and the lectures are very frustrating. I do not recommend taking a class with this professor
Michael Gleicher	CS559	AWESOME	His class was actually more difficult for me than I rated, but I had little C++ experience and no OpenGL experience.  He gives good example programs and a base for you to start projects from.  The projects take a LOT of time to complete even with help (more than cs540).  He teaches more theory than practice, but the projects are still very fun
Parmesh Ramanathan	CS552	AWFUL	Worst professor I have had in my four years. Absolutely no guidelines for the major project that's going to take 120+ hours and it's only worth 30% of the final grade. Exams are horribly tough (30% of the class got below a 50% on the midterm). Really hard to understand him in lecture. Would not advise taking him for any class.
Parmesh Ramanathan	ECE551	AWFUL	Lost all interest in this topic. He has no expectations for what will be on the exam but still weighs the class heavily on the outcome.
Parmesh Ramanathan	ECE552	AWFUL	Parmesh cares so little about his class that it's almost insulting.  His slides were made by Mike Morrow and his homeworks are recycled form years past.  AVOID HIM!
Parmesh Ramanathan	ECE551	AWFUL	Please don't take ECE 551 when he is offering. His class will drop your interest level in course to a zero level. There will be a term project which will have so vague specifications that you will have no clue as to how to proceed. He does not help in projects and avoids the pertinent areas of the course.
Parmesh Ramanathan	ECE551	AWFUL	Just Bad.
Parmesh Ramanathan	ECE551	AWFUL	One of the worst professors I have ever had.  Just reads off lecture slides in class that someone else wrote.  I wish I could give negative values for his interest level.  His project is the most convoluted piece of junk I have ever had to work on.  He does not know what is going on in the class, nor does he care.  Avoid this terrible professor!
Parmesh Ramanathan	ECE551	AWFUL	If you want to learn anything at all, DO NOT TAKE the class with him. Doesn't care about the class. Doesn't even make his own slides. Has no idea what to do in class.
Parmesh Ramanathan	ECE252	GOOD	not all that good .. he was okay until we hit assembly language then he drastically went down hill, i thought, especially after he started using power point slides ... HW is tough but you are in groups of 3 ppl .. understanding the hw is very crucial in getting a good score on midterms.
Parmesh Ramanathan	ECE252	AVERAGE	No Comments
Parmesh Ramanathan	ECE252	GOOD	Very nice professor, has an accent but if you listen in lecture you're okay. Homeworks are in groups of three and reading the book outside of class is useful. The book isn't particularly helpful though, so sometimes you just have to do your best. No final, just four equally weighted midterms, all very fair. Good class.
Paris Koutris	CS564	AWESOME	He is very willing to improve his teaching skill and he is trying his best to make lectures as easy as you can understand them. I think he can be one of the best teachers in CS department finally.
Paris Koutris	CS564	GOOD	The course went at a fast pace and the programming assignments required a lot of work. Paris is a decent teacher and cares about the class. He also did a good job at explaining some highly theoretical concepts.
Paris Koutris	CS838	GOOD	Paris's area of expertise is Database Theory and boy is he good at that. For people interested in theoretical foundations for databases, this is the guy and class to take. He teaches the concepts amazingly well, his examples are really good and the lecture notes highly readable. You need to know probability and theory a bit though. He's hot ;-)
Paris Koutris	CS564	AVERAGE	This was his first semester teaching and honestly I think he deserves a bit more credit than he's getting. He seems like a great guy and everything but this was obviously his first time teaching. If he's teaching something more theoretical then I would consider taking his class again.
Paris Koutris	CS564	AWFUL	Worst professor I've had in my 4.5 years at this school. Taught the simple basics in class, but the homeworks, projects, and exams are 10x harder and contain things not even taught in lecture. Lecture slides are mistake filled and not very clear. Projects take a LOT of time, the project took more than 55 hours to do and  only got 2 week to work on
Paris Koutris	CS564	AWFUL	The homeworks and class examples did not in any way reflect the difficulty of the exam nor the answers that would be expected. Lectures were long and boring and his slides and explanations during lecture were poor. Questions often confused him. Assignment and due dates for projects were very poorly considered most the time.
Paris Koutris	CS564	AWFUL	First exam had no partial credit. Homework has hardly partial credit. If you suck at proofs or programming avoid this class and take something else. Anything else. Take statistics, take calculus, take gender and women studies 101, anything but this. Literally could not stand this class.
Paris Koutris	CS564	AWFUL	Definitely the worst offering of CS 564 thus far. Way too theoretical with bad explanations and high expectations. Professor seems at least somewhat polite which is good, and he's also brand new out of school, so probably deserves a break. For at least a semester or two, I highly recommend avoiding the course.
Paris Koutris	CS564	POOR	Paris is the guy that you wanna try your best to avoid. If this class was not curved then most of class have failed their first exam (avg 45/100). A lot of classmates complain about the project being too hard and not given enough time to complete, and some ppl even rage quit, but he simply ignores them. Well, keep calm and get rekt.
Yusef Sohail	CS564	AWESOME	Professor Sohail caught me when I was falling. Tumbling down towards a veritable crack fit to be fallen through, Professor Sohail extended himself with email help and even a Skype for help on a demanding 564 homework. He is a font of wisdom and CS knowledge, always ready to help.
Yusef Sohail	CS354	AWESOME	CS 354 is a pretty good class. He's definitely no Karen Miller, but a close second for sure. Learned the newest remote-tracking technology, found my old remote in a Special K cereal box! 7/8 would t8ke again
Yusef Sohail	CS537	GOOD	Amazing professor. The best probably in the field.
Yusef Sohail	CS559	AWESOME	Yusef is the rare professor with both a profoundly deep knowledge of subject matter and a gift for communicating it to the masses. Despite his busy schedule, he's always happy to spend extra time guiding you along in your graphics journey, because he really, truly cares, and wants you to succeed,  in the class, as well as life in general.
Yusef Sohail	CS123	AWESOME	Yusuf is 10/10
Yusef Sohail	CS559	AWESOME	By far the most difficult, but rewarding, course I've taken. Professor Sohail's is a great lecturer. He keeps the class engaged and has plenty of funny stories to tell. Ask about his smoothies!
Yusef Sohail	CSLIFE	AWESOME	Only reason I passed the class, still unsure what I'm doing, though.
Yusef Sohail	CS559	AWESOME	Makes graphics easy enough for a 12 year old to understand!
Yusef Sohail	IRL	AWESOME	Very knowledgeable on graphics concepts in JavaScript, but left me wondering if 1 is true or false.
Yusef Sohail	CS559	AWESOME	Yusef Sohail is the only reason I was able to pass this class, I feel like a graphics whiz!.
Yusef Sohail	CS559	AWESOME	pretty great professor, very knowledgeable and really knows his stuff about the material
Jeffrey Naughton	764	AWESOME	One of the best I've studied under in my life. Spent so much quality time per paper. I didn't need to do the prerequisites. Very lenient grader. Cares a lot about your understanding and very approachable. Loved the war stories about DB research. Every class was a pleasure. He is the Holy Trinity of Excellent Lectures + Good Grade + Inspirational
Karen Miller	CS354	AVERAGE	Lectures go way more in depth than you need to know. Programs are quite basic and can be easily done in a couple sittings (about 4-5hr total). Even if you don't go to class but do well on the programs and go through the practice exams (although they don't have answer keys) you will get a B at worst. (you get a cheat sheet for exams)
Karen Miller	CS354	GOOD	She's the kind of person who brags about her background a little too much and talks about stuff that isn't really relevant to the material more than she should. Regardless, you'll find she has an amazing personality and is genuinely there to see you pass. It's an easy class; you just need to go to lecture. Homework is dead easy if you start early.
Karen Miller	ECECS354	AWESOME	Karen has a polarizing personality. I can see why some people think she's mean but I think her sarcasm is great. The class is very straightforward: note the details in the specs, get a good grip on Cx86 and you should be good. I thought the programs helped to solidify lecture concepts without becoming busy work. She's also helpful in office hours.
Karen Miller	CS354	AWESOME	Generally pretty clear, but she has a tendency to spend too much time on one topic, which means her lectures are extremely boring. You get a full page of notes for the exams, which should be able to help you out if you are struggling.
Karen Miller	354	AVERAGE	The material was made about as interesting as possible but lectures were still pretty boring. She expects that you have mastered all previous related material. Rather abrasive attitude.
Karen Miller	CS354	AWESOME	354 is a difficult class, especially if low-level programming is not your forte.  However, given the content Karen is CRYSTAL clear in lectures when teaching.  The only downside is that she has unrealistic expectations for what you should know PRIOR to the class (given 302 is the only pre-req) so you're probably best teaching yourself some C before
Karen Miller	CSECE354	AVERAGE	Karen is one of the lazier teachers I have ever had. She reuses test questions and programming assignments every semester. You also get a full page of notes for exams, which should make your life very easy. This class is not fun or easy, but if you're taking it, it's probably for a requirement, you will survive.
Karen Miller	ECE354	AVERAGE	"Karen is a unique instructor. She isn't always clear in answering questions, but if you are interested in CS you shouldn't have too much trouble. Programs are graded pretty tough and exams are of average difficulty. She lives by the ""learn as you go"" motto; she will throw you into unknown territories as a programmer, having to find your own way out"
Karen Miller	CS354	GOOD	Really quirky but usually communicates the point pretty well. Exams don't always match up with lecture content.
Karen Miller	CS354	AWESOME	Overall Karen is a great professor. The kids who rated her poorly in the below comments must be the kind of students that want/need info spoon fed to them. This course is the beginning of the advanced CS material, and one must realize that in order to succeed in CS you need to meet face to face with your professors and ask questions!
Karen Miller	CS354	AWESOME	Karen is overall a decent lecturer. She seems to know her stuff and posts the lecture slides online which is nice. She re-did the course in Fall 2013 which is when I took it, and the new design is great. Covers a lot of C and x86 Assembly instead of the neophytic, arachaeic MIPS. Lectures are a tad boring but the material is not. Easy course.
Karen Miller	CS354	GOOD	Karen knows her stuff, but occasionally her slides confused me. If she puts a question mark on the slide, make sure you catch what the answer is. She's willing to help if you ask for it... The homework grading feels draconian / a little too strict. I felt like the grading didn't quite match my ability (it felt a little unfair).
Karen Miller	ECE354	AWESOME	Karen changed the course a bit this semester for the better to my understanding. The material is pretty easy and she is very thorough in her lectures so there is no way you will not understand it. She has taught this course like 40 times and seems to do it pretty well still.
Karen Miller	CS354	POOR	"I took her class Fall 2013. The course was completely remodeled, and it really showed due to the lack of focus. Exams consisted of regurgitating nit-picky facts. We learned random things from C to x86 assembly, then caching and virtual memory. Lectures never got anywhere because Karen would allow students to ask ""what if"" questions the entire time."
Karen Miller	CS354	AWFUL	"The absolute worst teacher I have ever had. Rude, unhelpful, and irritating. Takes pleasure in cutting down Java programmers. Interesting, since the only prereq courses taught here are in Java. Lectures are horribly unorganized; she spends ages on material from the prereq courses. Does not actually give info relative to the homework; ""Look it up!"""
Karen Miller	ECE354	GOOD	Class is insanely easy. If you are a half competent programmer, you will get an A. All previous exams are posted on her class site and are almost identical to each other. Easy 95-100% on all exams with your 1 page of permitted notes. Has a serious hard-on for Intel and will dedicate a significant amount of lecture time to telling how they are wrong
Karen Miller	ECE354	AWESOME	Karen has been one of the best instructors I have had in my university career. Her lectures were very well organised, interesting and run smoothly. She would also post all the material online, which I found of great use. The grading was also fair. In conclusion, this class set a solid foundation for more advanced classes later on.
Karen Miller	COMPSCI354	AWESOME	Good lecturer, but you really don't need to attend the lectures to do well. All the old exams are online. Easy class although dry material
Karen Miller	CS354	AWESOME	Good teacher who puts extensive notes online. She can be very strict with the grading (particularly that first C program...) but as long as you are anal about making sure you did everything exactly as prescribed and your program works and is commented you will do fine.
Karen Miller	CS354	AVERAGE	This is a class on assembly language. It's dry material and pretty boring. That being said Karen tries to make it as interesting as possible. Make sure to attend class as much as possible because she does examples in class that aren't posted online. 6 HW assignments and 3 exams and that's your grade. Exams are like previous years which are online
Barton Miller	CS736	AWFUL	This guy is rude and comes off as having no respect for students. It is unfortunate for those who desire role models in the faculty.
Barton Miller	CS736	AWESOME	Bart is an interesting guy. He comes off a bit abrasive at first but is really very nice and helpful. If you're constantly late or say stupid things, he absolutely WILL call you out on it, as you deserve. 736 is not much work other than reading and a project, but if you can't participate in class, he will ramp things up quickly.
Barton Miller	537	AWESOME	I've taken Bart for both OS, CS537 and now Advanced OS, CS736. Both have been reasonable and of the two semester I have had him, his class has been one of my favorites and most interesting. He is a nice guy, gives lots of anecdotes to make things interesting and he doesn't believe in tests. Talk periodically in class and you will get an 'A'.
Barton Miller	CS537	POOR	If you're not a fan of condescending professors, you'll have a hard time liking Bart.
Barton Miller	CS537	GOOD	Between Bart and Ramsey, if you're looking for a easier class with less work, I'd choose Bart. He's a good lecturer and his stories are interesting. The class consists of weekly quizzes ,programs and an optional final. Quizzes are reasonable and the programs aren't overwhelming either. Not a lot of work for a 500 level class.
Barton Miller	CS537	AWESOME	This was a difficult class and Miller expected a lot from us. But I really like his real world examples and I think that I learned a lot.  I know from my internship last summer that I can really use what I learned. (He had some substitutes because he traveled, but they were pretty good.)
Barton Miller	CS537	POOR	He's condescending attitude and arrogance towards his students puts him at one of the lower half of the professors in this school. Despite his quality of understanding the CS material, his dogmatic and saucy personality in general makes him socially incapable. He belongs in a lab and his quality as a professor is questionable.
Barton Miller	CS537	AVERAGE	Knows his stuff, and is very passionate.  Talking to him one-on-one is difficult as he is very condescending and tends to lecture in personal conversation.  He is overly strict about being on time and coming to class (he can tell if you haven't been), though you won't be docked for it.
Barton Miller	CS537	AWESOME	Bart comes across as kind of a tough guy and definitely likes things done his way.  He is rather dogmatic, but really knows his stuff.  Extremely helpful if you meet him outside of class and his lectures have a good amount of humor.  Do all the work assigned, come to lecure and you'll get a good grade.
Haryadi Gunawi	CS537	AWESOME	A very good prof.
David Page	760	GOOD	He's a good professor and is very helpful. For 760, the first part of the course seemed rushed and later on a lot of vague topics were covered after that. Cares  about students and is lenient on grading. I understood most of the things he taught - it's just that the course seemed like it covered random topics at the end.
Jeff Kinne	CS151	POOR	Mr. Kinne was very smart , but did not give enough time for students to learn material. He assigned homework the first dayw ith several different programs to download. Everyone was lost. He is demanding and will help on a tight schedule. No recommendation.
Jeff Kinne	CS240	GOOD	He has a very disinterested and self-deprecating lecture style which can be challenging, seems like even he has a hard time getting excited about the material at times.  Occasionally paints himself into a corner by not preparing for his lectures and getting lost.  Still, he gets the job done and the class won't kill you.  Brualdi is likely better.
Alexander Brooks	CS367	AVERAGE	Good professor, but very dry and boring which makes it hard to stay awake in class. Projects and tests are very difficult in this class.
Sally Peterson	CS367	AVERAGE	Very Disorganized and seemingly unsure about the material.
Sally Peterson	CS302	POOR	She doesnt seem to care a whole lot, and teaches completely from the book
Sally Peterson	CS302	AWESOME	The lectures really are pointless.  I don't think I ever went to one and left thinking that it was really worth it.  Teaches totally from the book.  Some lectures consist of mostly code tracing.  She is a nive person though.  I never thought any of the exams were that hard if you studied a little.
Sally Peterson	CS302	AVERAGE	tests are easy and exactly like the practice tests.  I stopped going to lecture halfway through the semester due to the fact the lectures are painfully boring and not at all educational. Read the book and go to discussions and the class is easy, but time consuming (only take if interested in it)
Sally Peterson	COMPSCI302	AVERAGE	I agree that you don't get much out of her lectures. The assignments are very time consuming, especially if you haven't programmed before. Her best qualities are how nice she is and her availability. Still, she didn't really teach me how to program. The book and myself where my main teachers.
Sally Peterson	CS302	GOOD	not much to add, other than she is very fun to listen to teach...she adds relavent stories to make lecture more fun...i will repeat how hard the tests are
Sally Peterson	CS302	AVERAGE	Hard class, and lectures are almost pointless due to the powerpoints being posted on the web.  Tests are challenging, other assignments are time-consuming but help in the overall scheme of things.  Not a great class, but not bad either.
Sally Peterson	CS302	GOOD	When she put the powerpoint lectures on the web, lecture attendance became completely pointless. The exams are tricky and somewhat difficult. The homework is worth so little in the grand scope it's barely worth it.
Sally Peterson	CS367	GOOD	Taught directly from book (she used the provided PowerPoints every day!), so lecture was generally worthless.  I hear she used to teach for real before having this book.  Tests difficult; programs generally dumb.
David Wood	CS752	POOR	wanders about the subject without getting to the point...
David Wood	ECE252	AWESOME	No Comments
David Wood	ECE252	AWESOME	Awesome, take him.
David Wood	CS252	GOOD	I liked him.  He was easy to understand, and his exams were quite fair.
Andrea Arpaci-Dusseau	CS537	GOOD	The course itself is too demanding ,when it comes to coding (debugging!!) the projects (total 10 sub-projects). The theory exams are relatively easier considering that slides and the free book are great. Grading criteria is quite clear  but she can make exceptions in initial projects.
Andrea Arpaci-Dusseau	CS537	AVERAGE	Lectures can be a bit dry, making it hard to make it through the power lectures. Class was going through a restructuring, so organizationally things were all over the place at times. The free textbook is amazingly helpful, however. Plan to spend lots of time finding out where to put code in the xv6 portions of the homework.
Andrea Arpaci-Dusseau	CS537	GOOD	She cares for students doing well and takes feedback in improving the presentation/organization of the class, which is great. Lectures are usually clear but there are times where she seems to speak with equivocation when explaining topics which made things confusing. Debugging programs can take an indeterminate amount of time, so start early.
Andrea Arpaci-Dusseau	CS537	POOR	the class at the beginning of the semester wasn't planned at all. projects were difficult and it was not easy2 tell where to look for the information we needed to complete them. sometimes the answer was right in a certain source, but with limited time it's impossible to read and understand 100% of the material we're give. little to no help w/ HWs
Andrea Arpaci-Dusseau	CS537	AWESOME	Andrea is a great professor. She really understands the material, and her textbook is extremely helpful (and free!). Programming projects are long and can be very difficult, but she often pushes back the deadlines. Exams are long, but fair. Lectures are well organized, but can be a bit quiet, especially in a large lecture hall.
Anhai Doan	CS638	AWESOME	An Hai was the best CS professor I've ever had. He's also a brilliant data scientist and he explained complex concepts in a clear way. His lectures were hilarious and full of career, dating, and life advice. He even sent a long email after final grades were posted to give extra advice to the class. He truly cares about his students.
Anhai Doan	CS784	GOOD	Cool prof
Anhai Doan	564	AWESOME	He's a great guy who is willing and able to help his students. He seems to care about that his students understand the content but isn't super pushy about needing to learn unnecessary specifics. He also is really funny and makes lectures as bearable as lecture can be. I would definitely take a course with AnHai again if I had the choice.
Anhai Doan	564	AWESOME	Professor Doan is brilliant and down to earth. Database management systems expressed in terms of boats, sailors and beer.
Anhai Doan	CS564	GOOD	The class is pretty easy as CS classes go. The textbook sucks so its important to go to lectures. There's too much covered to really have time to practice and get comfortable with things and as such, the assignments are superficial.
Jude Shavlik	CS540	GOOD	Grade is determined by coding homework and 2 tests. The homeworks aren't bad as long as you stay on top of them. He does a great job giving you practice tests to study for the exams. Some of the lectures are difficult to understand, but overall he is a great prof.
Gary Dahl	COMPSCI302	AWESOME	He's a pretty good professor. His lectures are concise and he never went off task, not even once throughout the whole semester. The homework, reading, and labs are a lot of work, but he cuts everybody some slack with those. He's very accessible, and will answer everyone's questions at the start of every lecture.
Gary Dahl	CS302	GOOD	People complain a lot about this class, but it wasn't so bad.  Go to lectures, and try to pay attention and you'll be golden, and if you have trouble on one of the programming assignments, go to the TA consulting hours, they will help you immensely.
Gary Dahl	CS302	GOOD	Great professor, really helpful office hours.  I felt like many of his lectures were useless especially  in the beginning of year because the homework covered it well.  However, it is a lot of work for a 3 credit class.
Gary Dahl	COMPSCI302	AWESOME	He's pretty good
Gary Dahl	CS302	GOOD	Pretty decent lecturer. People complain WAY WAY WAY too much about the class and blame it on the professor. He's a nice guy that is (too) willing to answer questions during lecture and might end up taking half the lecture to settle one person's qualms. Its not fair to say he's easy or hard as all of the CS302 sections are run the same, gradingwise.
Gary Dahl	CS302	AWESOME	As a Comp Sci course, programming homework is really necessary. I do not quite agree with the previous comments that there is TOO MUCH homework. On the contrary, I believe that if you could read through the clear guidelines, you may find it easier to finish the HW. In addition, I think Dahl is the one who teaches the best.
Gary Dahl	CS302	GOOD	Do not take this class unless you have some knowledge about programming already. The claim that it is 3 credits worth of work is a complete lie, this class is insanely time consuming and without a doubt the hardest class I took this semester.
Gary Dahl	CS3O2	AWESOME	The best professor in CS 302. He teaches clearly, and the materials are taught in a more applicable way.
Gary Dahl	CS540	AWFUL	Absolutely hardest professor I've ever had. He makes lectures quick but they are not worth going to. Homework is insanely difficult. Do not take him.
Adalbert Gerald Soosai Raj	CS368	AWESOME	Have taken 354 and 368 with him, really great instructor in CS. He cares about you.
Adalbert Gerald Soosai Raj	CS302	AWESOME	Gerald is the best CS professor I've had, he's the only reason that I decided my CS major. He is extremely passionate about the subject and inspires that passion in his students. He is also a great lecturer and teaches CS in an amazing way.
Adalbert Gerald Soosai Raj	CS368	AWESOME	He takes suggestions seriously, and so you should make an effort to get your opinions heard. He'll take them into consideration.
Adalbert Gerald Soosai Raj	CS354	AWESOME	He is one of the best professors at UW-Madison CS department. He has reorganized the syllabus for the course to make it look more interactive and easy to follow. Lectures are very clear, and make use of his office hours, pretty chill and extremely helpful. Totally worth taking class with him. Wish more professors like him in CS department.
Adalbert Gerald Soosai Raj	CS354	AWESOME	Gerald is the gold standard of professors. He has perfected everything about what it takes to be an effective instructor: extremely clear lectures, very detailed/efficient slides/presentations, inhuman knowledge of the subject, organized (his classes have the most organized websites you will ever use), and VERY PASSIONATE. Take a class with him.
Adalbert Gerald Soosai Raj	CS354	AWESOME	Gerald is a stellar instructor! He is extremely dedicated to teaching and truly cares whether or not his students understand the material. He has amazing PowerPoints that helped me to visualize tough concepts at a high level. I took 368 this semester just so I could have Gerald again! You won't regret taking his class!
Adalbert Gerald Soosai Raj	CS354	AWESOME	Really amazing professor! Does his best to help. Even puts up notes  from class everyday. Really focuses on everyone!
Dongning Wang	435	AWFUL	Overall, Danny is a pretty bad professor. He taught Cryptography, which is a super interesting topic, but he made it dry. His lectures are very unclear and he has trouble explaining even simple topics. His handwriting is borderline illegible, he mumbles, and does no lecture prep. However, tests are straight forward. Would not recommend.
Vikas Singh	766	AWESOME	I took this class the semester I was leaving with a masters. really enjoyed it and learned a great deal. more than any other class in my two years there. it almost made me want to do research in AI and computer vision.  if you are average at math, skip this class.  there are three big homeworks and paper reviews each week. plus a research project.
Vikas Singh	CS760	POOR	Enthusiastic teacher but unhelpful outside of class (he talks but it's never useful or direct), rambles on during class and doesn't take into account the workload of students from other classes (assigns endless number of difficult homeworks). I would not take any course with him, just wait until another professor is teaching them.
Vikas Singh	CSA	GOOD	Great instructor! I took CS540 at UW-Madison as a senior in high school and I still received an A even though I spent most of my time focusing on my high school classes. He was passionate about the topic and was a very nice guy. His slides are the same as his predecessors who taught 540 with some small variation. Great class overall, very valuable.
Vikas Singh	CS540	AWESOME	This class needs LOT of work on programming and math. I barely managed a B. But what Vikes covers is very useful. Two questions on my interview at a tech startup were very similar to the ones on the final exam. I'm on the job for about six months now!!!
Vikas Singh	CS540	AWESOME	this is not an easy class and needs a LOT of work. i loved the second half of 540 (after logic). The svm and perceptron stuff is really really good but very mathy. if you already have a 1-2 semesters of calculus you'll do well. Many grad students take this class, so an A may be hard.
