_id,ltable_id,rtable_id,ltable_title,ltable_artist_name,ltable_year,rtable_song,rtable_artists,rtable_year,gold
237373,696032,374488,"(((l)), ((o)), ((v)), ((e)), (( )), ((o)), ((f)), (( )), ((a)), (( )), ((l)), ((i)), ((f)), ((e)), ((t)), ((i)), ((m)), ((e)))","(((l)), ((a)), ((r)), ((r)), ((y)), (( )), ((g)), ((a)), ((t)), ((l)), ((i)), ((n)), (( )), ((&)), (( )), ((t)), ((h)), ((e)), (( )), ((g)), ((a)), ((t)), ((l)), ((i)), ((n)), (( )), ((b)), ((r)), ((o)), ((t)), ((h)), ((e)), ((r)), ((s)), (( )), ((b)), ((a)), ((n)), ((d)))",0,"(((t)), ((u)), ((n)), ((n)), ((e)), ((l)), (( )), ((o)), ((f)), (( )), ((l)), ((o)), ((v)), ((e)))","(((b)), ((r)), ((u)), ((c)), ((e)), (( )), ((s)), ((p)), ((r)), ((i)), ((n)), ((g)), ((s)), ((t)), ((e)), ((e)), ((n)), ((+)), ((e)), (( )), ((s)), ((t)), ((r)), ((e)), ((e)), ((t)), (( )), ((b)), ((a)), ((n)), ((d)))",1988,0
237393,959739,374488,"(((t)), ((h)), ((e)), (( )), ((s)), ((e)), ((a)), ((s)), ((o)), ((n)), (( )), ((o)), ((f)), (( )), ((l)), ((o)), ((v)), ((e)))","(((l)), ((i)), ((t)), ((t)), ((l)), ((e)), (( )), ((r)), ((i)), ((v)), ((e)), ((r)), (( )), ((b)), ((a)), ((n)), ((d)))",0,"(((t)), ((u)), ((n)), ((n)), ((e)), ((l)), (( )), ((o)), ((f)), (( )), ((l)), ((o)), ((v)), ((e)))","(((b)), ((r)), ((u)), ((c)), ((e)), (( )), ((s)), ((p)), ((r)), ((i)), ((n)), ((g)), ((s)), ((t)), ((e)), ((e)), ((n)), ((+)), ((e)), (( )), ((s)), ((t)), ((r)), ((e)), ((e)), ((t)), (( )), ((b)), ((a)), ((n)), ((d)))",1988,0
237586,749736,374488,"(((s)), ((u)), ((n)), ((s)), ((h)), ((i)), ((n)), ((e)), (( )), ((o)), ((f)), (( )), ((y)), ((o)), ((u)), ((r)), (( )), ((l)), ((o)), ((v)), ((e)))","(((j)), ((a)), ((c)), ((k)), (( )), ((b)), ((r)), ((u)), ((c)), ((e)))",1994,"(((t)), ((u)), ((n)), ((n)), ((e)), ((l)), (( )), ((o)), ((f)), (( )), ((l)), ((o)), ((v)), ((e)))","(((b)), ((r)), ((u)), ((c)), ((e)), (( )), ((s)), ((p)), ((r)), ((i)), ((n)), ((g)), ((s)), ((t)), ((e)), ((e)), ((n)), ((+)), ((e)), (( )), ((s)), ((t)), ((r)), ((e)), ((e)), ((t)), (( )), ((b)), ((a)), ((n)), ((d)))",1988,0
237703,289581,381791,"(((b)), ((u)), ((t)), (( )), ((y)), ((o)), ((u)), (( )), ((k)), ((n)), ((o)), ((w)), (( )), ((i)), (( )), ((l)), ((o)), ((v)), ((e)), (( )), ((y)), ((o)), ((u)))","(((d)), ((o)), ((l)), ((l)), ((y)), (( )), ((p)), ((a)), ((r)), ((t)), ((o)), ((n)))",1980,"(((i)), (( )), ((w)), ((i)), ((l)), ((l)), (( )), ((a)), ((l)), ((w)), ((a)), ((y)), ((s)), (( )), ((l)), ((o)), ((v)), ((e)), (( )), ((y)), ((o)), ((u)))","(((d)), ((o)), ((l)), ((l)), ((y)), (( )), ((p)), ((a)), ((r)), ((t)), ((o)), ((n)))",2004,0
239191,940194,39412,"(((t)), ((h)), ((i)), ((s)), (( )), ((i)), ((s)), (( )), ((t)), ((h)), ((e)), (( )), ((n)), ((e)), ((w)), (( )), ((s)), ((h)), ((i)), ((t)), (( )), ((()), ((a)), ((l)), ((b)), ((u)), ((m)), (( )), ((v)), ((e)), ((r)), ((s)), ((i)), ((o)), ((n)), (())))","(((m)), ((a)), ((r)), ((i)), ((l)), ((y)), ((n)), (( )), ((m)), ((a)), ((n)), ((s)), ((o)), ((n)))",0,"(((t)), ((h)), ((i)), ((s)), (( )), ((i)), ((s)), (( )), ((t)), ((h)), ((e)), (( )), ((n)), ((e)), ((w)), (( )), ((s)), ((h)), ((i)), ((t)))","(((m)), ((a)), ((r)), ((i)), ((l)), ((y)), ((n)), (( )), ((m)), ((a)), ((n)), ((s)), ((o)), ((n)), ((+)), ((j)), ((o)), ((h)), ((n)), (( )), ((5)))",2000,1
240728,889049,417629,"(((m)), ((u)), ((s)), ((i)), ((c)), (( )), ((f)), ((o)), ((r)), (( )), ((1)), ((8)), (( )), ((m)), ((u)), ((s)), ((i)), ((c)), ((i)), ((a)), ((n)), ((s)), ((:)), (( )), ((s)), ((e)), ((c)), ((t)), ((i)), ((o)), ((n)), (( )), ((i)), ((i)), ((i)), ((a)))","(((r)), ((e)), ((i)), ((c)), ((h)), ((_)), (( )), ((s)), ((t)), ((e)), ((v)), ((e)))",1997,"(((m)), ((u)), ((s)), ((i)), ((c)), (( )), ((f)), ((o)), ((r)), (( )), ((1)), ((8)), (( )), ((m)), ((u)), ((s)), ((i)), ((c)), ((i)), ((a)), ((n)), ((s)), ((:)), (( )), ((s)), ((e)), ((c)), ((t)), ((i)), ((o)), ((n)), (( )), ((x)))","(((s)), ((t)), ((e)), ((v)), ((e)), (( )), ((r)), ((e)), ((i)), ((c)), ((h)))",2014,1
240830,375401,372325,"(((s)), ((h)), ((e)), ((')), ((s)), (( )), ((s)), ((o)), (( )), ((h)), ((i)), ((g)), ((h)), (( )), ((()), ((s)), ((i)), ((n)), ((g)), ((l)), ((e)), (( )), ((v)), ((e)), ((r)), ((s)), ((i)), ((o)), ((n)), (())))","(((b)), ((l)), ((u)), ((r)))",0,"(((s)), ((h)), ((e)), ((s)), (( )), ((s)), ((o)), (( )), ((h)), ((i)), ((g)), ((h)))","(((b)), ((l)), ((u)), ((r)))",1993,1
240837,58796,523039,"(((c)), ((a)), ((n)), ((c)), ((i)), ((Ã)), ((³)), ((n)), (( )), ((p)), ((a)), ((r)), ((a)), (( )), ((m)), ((a)), ((Ã)), ((±)), ((a)), ((n)), ((a)))","(((l)), ((o)), ((s)), (( )), ((b)), ((u)), ((n)), ((k)), ((e)), ((r)), ((s)))",0,"(((c)), ((a)), ((n)), ((c)), ((i)), ((Ã)), ((³)), ((n)), (( )), ((p)), ((a)), ((r)), ((a)), (( )), ((m)), ((a)), ((Ã)), ((±)), ((a)), ((n)), ((a)))","(((f)), ((r)), ((a)), ((n)), ((c)), ((i)), ((s)), ((c)), ((o)), (( )), ((d)), ((u)), ((r)), ((Ã)), ((¡)), ((n)), ((+)), ((m)), ((a)), ((u)), ((r)), ((i)), ((c)), ((i)), ((o)), (( )), ((d)), ((u)), ((r)), ((Ã)), ((¡)), ((n)), ((+)), ((l)), ((o)), ((s)), (( )), ((b)), ((u)), ((n)), ((k)), ((e)), ((r)), ((s)))",2011,1
241609,739,103847,"(((g)), ((r)), ((e)), ((e)), ((d)), ((y)))","(((i)), ((n)), ((a)), ((r)), ((a)), (( )), ((g)), ((e)), ((o)), ((r)), ((g)), ((e)))",2005,"(((g)), ((r)), ((e)), ((e)), ((d)), ((y)))","(((i)), ((n)), ((a)), ((r)), ((a)), (( )), ((g)), ((e)), ((o)), ((r)), ((g)), ((e)))",2005,1
242257,907160,182295,"(((i)), ((t)), ((')), ((s)), (( )), ((g)), ((o)), ((n)), ((n)), ((a)), (( )), ((t)), ((a)), ((k)), ((e)), (( )), ((t)), ((i)), ((m)), ((e)))","(((e)), ((m)), ((b)), ((r)), ((a)), ((c)), ((e)))",0,"(((i)), ((t)), ((s)), (( )), ((g)), ((o)), ((n)), ((n)), ((a)), (( )), ((t)), ((a)), ((k)), ((e)), (( )), ((t)), ((i)), ((m)), ((e)))","(((e)), ((m)), ((b)), ((r)), ((a)), ((c)), ((e)))",1998,1
242883,562209,372784,"(((t)), ((h)), ((e)), (( )), ((t)), ((i)), ((m)), ((e)), (( )), ((i)), ((s)), (( )), ((r)), ((i)), ((g)), ((h)), ((t)))","(((m)), ((i)), ((c)), ((h)), ((a)), ((e)), ((l)), (( )), ((h)), ((u)), ((r)), ((l)), ((e)), ((y)))",0,"(((t)), ((h)), ((e)), (( )), ((t)), ((i)), ((m)), ((e)), (( )), ((i)), ((s)), (( )), ((r)), ((i)), ((g)), ((h)), ((t)))","(((m)), ((i)), ((c)), ((h)), ((a)), ((e)), ((l)), (( )), ((l)), ((l)), ((o)), ((y)), ((d)), ((+)), ((j)), ((i)), ((m)), ((m)), ((y)), (( )), ((s)), ((c)), ((a)), ((r)), ((l)), ((e)), ((t)), ((+)), ((t)), ((h)), ((e)), (( )), ((d)), ((i)), ((m)), ((e)), ((n)), ((s)), ((i)), ((o)), ((n)), ((s)))",1986,0
243728,439102,546278,"(((w)), ((e)), ((d)), ((d)), ((i)), ((n)), ((g)), (( )), ((b)), ((e)), ((l)), ((l)), (( )), ((b)), ((l)), ((u)), ((e)), ((s)))","(((l)), ((a)), ((u)), ((r)), ((a)), (( )), ((n)), ((y)), ((r)), ((o)))",1967,"(((w)), ((e)), ((d)), ((d)), ((i)), ((n)), ((g)), (( )), ((b)), ((e)), ((l)), ((l)), (( )), ((b)), ((l)), ((u)), ((e)), ((s)))","(((l)), ((a)), ((u)), ((r)), ((a)), (( )), ((n)), ((y)), ((r)), ((o)), ((+)), ((l)), ((i)), ((z)), ((a)), (( )), ((m)), ((i)), ((n)), ((n)), ((e)), ((l)), ((l)), ((i)), ((+)), ((t)), ((h)), ((e)), (( )), ((b)), ((o)), ((j)), ((a)), ((n)), ((g)), ((l)), ((e)), ((s)))",1970,1
245210,820139,586253,"(((r)), ((i)), ((v)), ((e)), ((r)), ((s)), (( )), ((o)), ((f)), (( )), ((b)), ((a)), ((b)), ((y)), ((l)), ((o)), ((n)))","(((b)), ((o)), ((n)), ((e)), ((y)), (( )), ((m)), ((.)))",1978,"(((r)), ((i)), ((v)), ((e)), ((r)), ((s)), (( )), ((o)), ((f)), (( )), ((b)), ((a)), ((b)), ((y)), ((l)), ((o)), ((n)))","(((b)), ((o)), ((n)), ((e)), ((y)), (( )), ((m)), ((.)))",2005,1
245475,599048,375355,"(((i)), (( )), ((w)), ((i)), ((s)), ((h)), (( )), ((y)), ((o)), ((u)), ((')), ((d)), (( )), ((s)), ((t)), ((a)), ((y)))","(((b)), ((r)), ((a)), ((d)), (( )), ((p)), ((a)), ((i)), ((s)), ((l)), ((e)), ((y)))",2001,"(((i)), (( )), ((w)), ((i)), ((s)), ((h)), (( )), ((y)), ((o)), ((u)), ((d)), (( )), ((s)), ((t)), ((a)), ((y)))","(((b)), ((r)), ((a)), ((d)), (( )), ((p)), ((a)), ((i)), ((s)), ((l)), ((e)), ((y)))",2006,1
245541,223828,315230,"(((w)), ((a)), ((v)), ((e)), (( )), ((o)), ((f)), (( )), ((m)), ((u)), ((t)), ((i)), ((l)), ((a)), ((t)), ((i)), ((o)), ((n)), (( )), ((()), ((u)), ((k)), (( )), ((s)), ((u)), ((r)), ((f)), (( )), ((v)), ((e)), ((r)), ((s)), ((i)), ((o)), ((n)), (())))","(((p)), ((i)), ((x)), ((i)), ((e)), ((s)))",2007,"(((w)), ((a)), ((v)), ((e)), (( )), ((o)), ((f)), (( )), ((m)), ((u)), ((t)), ((i)), ((l)), ((a)), ((t)), ((i)), ((o)), ((n)))","(((p)), ((i)), ((x)), ((i)), ((e)), ((s)))",2009,1
245815,390215,379783,"(((i)), (( )), ((c)), ((o)), ((u)), ((l)), ((d)), (( )), ((d)), ((a)), ((n)), ((c)), ((e)), (( )), ((a)), ((l)), ((l)), (( )), ((n)), ((i)), ((g)), ((h)), ((t)))","(((j)), ((o)), ((h)), ((n)), (( )), ((h)), ((o)), ((l)), ((t)))",0,"(((a)), ((l)), ((l)), (( )), ((n)), ((i)), ((g)), ((h)), ((t)), (( )), ((d)), ((a)), ((n)), ((c)), ((e)))","(((b)), ((e)), ((n)), ((n)), ((i)), ((e)), (( )), ((w)), ((a)), ((l)), ((l)), ((a)), ((c)), ((e)), ((+)), ((s)), ((t)), ((e)), ((v)), ((i)), ((e)), (( )), ((r)), ((a)), ((y)), (( )), ((v)), ((a)), ((u)), ((g)), ((h)), ((a)), ((n)), ((+)), ((d)), ((r)), ((.)), (( )), ((j)), ((o)), ((h)), ((n)))",1988,0
247039,720862,701034,"(((m)), ((a)), ((y)), ((b)), ((e)), (( )), ((n)), ((o)), ((t)))","(((c)), ((a)), ((t)), (( )), ((p)), ((o)), ((w)), ((e)), ((r)))",2003,"(((m)), ((a)), ((y)), ((b)), ((e)), (( )), ((n)), ((o)), ((t)))","(((c)), ((a)), ((t)), (( )), ((p)), ((o)), ((w)), ((e)), ((r)))",2008,1
247505,676261,240045,"(((u)), ((n)), ((i)), ((d)), ((e)), ((n)), ((t)), ((i)), ((f)), ((i)), ((e)), ((d)), (( )), ((m)), ((a)), ((i)), ((n)), (( )), ((t)), ((i)), ((t)), ((l)), ((e)), ((s)))","(((t)), ((r)), ((e)), ((v)), ((o)), ((r)), (( )), ((r)), ((a)), ((b)), ((i)), ((n)))",2009,"(((t)), ((h)), ((e)), (( )), ((b)), ((o)), ((r)), ((g)), ((i)), ((a)), ((s)), (( )), ((m)), ((a)), ((i)), ((n)), (( )), ((t)), ((i)), ((t)), ((l)), ((e)), ((s)), (( )), ((()), ((i)), ((n)), ((s)), ((t)), ((r)), ((u)), ((m)), ((e)), ((n)), ((t)), ((a)), ((l)), (())))","(((t)), ((r)), ((e)), ((v)), ((o)), ((r)), (( )), ((m)), ((o)), ((r)), ((r)), ((i)), ((s)))",2011,0
248287,801047,440235,"(((i)), (( )), ((g)), ((o)), ((t)), (( )), ((y)), ((o)), ((u)), (( )), ((b)), ((a)), ((b)), ((e)))","(((s)), ((o)), ((n)), ((n)), ((y)), (( )), ((&)), (( )), ((c)), ((h)), ((e)), ((r)))",1965,"(((i)), (( )), ((g)), ((o)), ((t)), (( )), ((y)), ((o)), ((u)), (( )), ((b)), ((a)), ((b)), ((e)))","(((s)), ((o)), ((n)), ((n)), ((y)), (( )), ((b)), ((o)), ((n)), ((o)))",1996,1
248386,45806,440235,"(((i)), (( )), ((g)), ((o)), ((t)), (( )), ((y)), ((o)), ((u)), (( )), ((b)), ((a)), ((b)), ((e)), (( )), (( )), ((()), ((i)), ((n)), ((s)), ((t)), ((r)), ((u)), ((m)), ((e)), ((n)), ((t)), ((a)), ((l)), (())))","(((s)), ((o)), ((n)), ((n)), ((y)), (( )), ((&)), (( )), ((c)), ((h)), ((e)), ((r)))",0,"(((i)), (( )), ((g)), ((o)), ((t)), (( )), ((y)), ((o)), ((u)), (( )), ((b)), ((a)), ((b)), ((e)))","(((s)), ((o)), ((n)), ((n)), ((y)), (( )), ((b)), ((o)), ((n)), ((o)))",1996,1
251473,961583,670159,"(((w)), ((a)), ((y)), (( )), ((d)), ((o)), ((w)), ((n)))","(((t)), ((a)), ((y)), ((l)), ((o)), ((r)), (( )), ((h)), ((a)), ((w)), ((k)), ((i)), ((n)), ((s)), (( )), ((&)), (( )), ((t)), ((h)), ((e)), (( )), ((c)), ((o)), ((a)), ((t)), ((t)), ((a)), ((i)), ((l)), (( )), ((r)), ((i)), ((d)), ((e)), ((r)), ((s)))",2010,"(((f)), ((u)), ((c)), ((k)), ((i)), ((n)), (( )), ((d)), ((o)), ((w)), ((n)))","(((t)), ((h)), ((e)), (( )), ((r)), ((e)), ((v)), ((i)), ((s)), ((i)), ((o)), ((n)))",2004,0
252643,847528,369542,"(((b)), ((l)), ((a)), ((c)), ((k)), (( )), ((w)), ((a)), ((t)), ((e)), ((r)))","(((m)), ((e)), ((t)), ((h)), ((o)), ((d)), (( )), ((o)), ((f)), (( )), ((d)), ((e)), ((f)), ((i)), ((a)), ((n)), ((c)), ((e)))",2007,"(((b)), ((l)), ((a)), ((c)), ((k)), (( )), ((b)), ((a)), ((g)), ((s)))","(((l)), ((u)), ((k)), ((e)), (( )), ((m)), ((e)), ((n)), ((e)), ((o)), ((k)), ((+)), ((d)), ((a)), ((v)), ((i)), ((d)), (( )), ((e)), ((d)), ((w)), ((a)), ((r)), ((d)), (( )), ((j)), ((a)), ((m)), ((e)), ((s)), (( )), ((k)), ((o)), ((l)), ((e)), ((n)), ((s)), ((k)), ((i)), ((+)), ((1)), ((3)), (( )), ((b)), ((a)), ((g)), ((s)), (( )), ((o)), ((f)), (( )), ((d)), ((i)), ((c)), ((k)))",2012,0
252782,332181,330307,"(((k)), ((n)), ((o)), ((c)), ((k)), (( )), ((o)), ((n)), (( )), ((w)), ((o)), ((o)), ((d)))","(((s)), ((t)), ((e)), ((v)), ((e)), (( )), ((c)), ((r)), ((o)), ((p)), ((p)), ((e)), ((r)), (( )), ((/)), (( )), ((p)), ((o)), ((p)), (( )), ((s)), ((t)), ((a)), ((p)), ((l)), ((e)), ((s)), (( )), ((/)), (( )), ((a)), ((l)), ((b)), ((e)), ((r)), ((t)), (( )), ((k)), ((i)), ((n)), ((g)))",0,"(((k)), ((n)), ((o)), ((c)), ((k)), (( )), ((o)), ((n)), (( )), ((w)), ((o)), ((o)), ((d)))","(((m)), ((a)), ((r)), ((y)), (( )), ((g)), ((r)), ((i)), ((f)), ((f)), ((i)), ((n)), ((+)), ((e)), ((d)), ((d)), ((i)), ((e)), (( )), ((f)), ((l)), ((o)), ((y)), ((d)), ((+)), ((s)), ((t)), ((e)), ((v)), ((e)), (( )), ((c)), ((r)), ((o)), ((p)), ((p)), ((e)), ((r)))",1998,1
253120,910762,542679,"(((t)), ((h)), ((e)), (( )), ((u)), ((n)), ((k)), ((n)), ((o)), ((w)), ((n)), (( )), ((s)), ((o)), ((l)), ((d)), ((i)), ((e)), ((r)), (( )), ((()), (( )), ((l)), ((p)), (( )), ((v)), ((e)), ((r)), ((s)), ((i)), ((o)), ((n)), (( )), (())))","(((t)), ((h)), ((e)), (( )), ((d)), ((o)), ((o)), ((r)), ((s)))",1968,"(((t)), ((h)), ((e)), (( )), ((u)), ((n)), ((k)), ((n)), ((o)), ((w)), ((n)), (( )), ((s)), ((o)), ((l)), ((d)), ((i)), ((e)), ((r)))","(((j)), ((i)), ((m)), (( )), ((m)), ((o)), ((r)), ((r)), ((i)), ((s)), ((o)), ((n)), ((+)), ((r)), ((o)), ((b)), ((b)), ((y)), (( )), ((k)), ((r)), ((i)), ((e)), ((g)), ((e)), ((r)), ((+)), ((r)), ((a)), ((y)), (( )), ((m)), ((a)), ((n)), ((z)), ((a)), ((r)), ((e)), ((k)), ((+)), ((j)), ((o)), ((h)), ((n)), (( )), ((d)), ((e)), ((n)), ((s)), ((m)), ((o)), ((r)), ((e)), ((+)), ((t)), ((h)), ((e)), (( )), ((d)), ((o)), ((o)), ((r)), ((s)))",1994,1
255295,789704,346016,"(((o)), ((o)), ((h)), (( )), ((p)), ((o)), ((o)), (( )), ((p)), ((a)), ((h)), (( )), ((d)), ((o)), ((o)), (( )), ((()), ((p)), ((a)), ((r)), ((t)), (( )), ((1)), (())), (( )), ((()), ((2)), ((0)), ((0)), ((2)), (( )), ((d)), ((i)), ((g)), ((i)), ((t)), ((a)), ((l)), (( )), ((r)), ((e)), ((m)), ((a)), ((s)), ((t)), ((e)), ((r)), (())))","(((j)), ((e)), ((s)), ((s)), ((i)), ((e)), (( )), ((h)), ((i)), ((l)), ((l)))",0,"(((o)), ((o)), ((h)), (( )), ((p)), ((o)), ((o)), (( )), ((p)), ((a)), ((h)), (( )), ((d)), ((o)), ((o)))","(((j)), ((e)), ((s)), ((s)), ((i)), ((e)), (( )), ((h)), ((i)), ((l)), ((l)), ((+)), ((t)), ((h)), ((e)), (( )), ((w)), ((h)), ((o)))",2007,1
258011,405528,94653,"(((p)), ((r)), ((i)), ((s)), ((o)), ((n)), (( )), ((b)), ((r)), ((e)), ((a)), ((k)), (( )), ((-)), (( )), ((m)), ((a)), ((i)), ((n)), (( )), ((t)), ((i)), ((t)), ((l)), ((e)), (( )), ((s)), ((e)), ((a)), ((s)), ((o)), ((n)), (( )), ((3)))","(((r)), ((a)), ((m)), ((i)), ((n)), (( )), ((d)), ((j)), ((a)), ((w)), ((a)), ((d)), ((i)))",0,"(((g)), ((a)), ((m)), ((e)), (( )), ((o)), ((f)), (( )), ((t)), ((h)), ((r)), ((o)), ((n)), ((e)), ((s)), (( )), ((-)), (( )), ((m)), ((a)), ((i)), ((n)), (( )), ((t)), ((i)), ((t)), ((l)), ((e)))","(((r)), ((a)), ((m)), ((i)), ((n)), (( )), ((d)), ((j)), ((a)), ((w)), ((a)), ((d)), ((i)))",2011,1
259463,544604,430938,"(((i)), ((t)), (( )), ((d)), ((o)), ((n)), ((')), ((t)), (( )), ((m)), ((e)), ((a)), ((n)), (( )), ((a)), (( )), ((t)), ((h)), ((i)), ((n)), ((g)), (( )), ((()), ((i)), ((f)), (( )), ((i)), ((t)), (( )), ((a)), ((i)), ((n)), ((')), ((t)), (( )), ((g)), ((o)), ((t)), (( )), ((t)), ((h)), ((a)), ((t)), (( )), ((s)), ((w)), ((i)), ((n)), ((g)), (())))","(((d)), ((u)), ((k)), ((e)), (( )), ((e)), ((l)), ((l)), ((i)), ((n)), ((g)), ((t)), ((o)), ((n)), (( )), ((&)), (( )), ((h)), ((i)), ((s)), (( )), ((o)), ((r)), ((c)), ((h)), ((e)), ((s)), ((t)), ((r)), ((a)))",1932,"(((i)), ((t)), (( )), ((d)), ((o)), ((n)), ((t)), (( )), ((m)), ((e)), ((a)), ((n)), (( )), ((a)), (( )), ((t)), ((h)), ((i)), ((n)), ((g)), (( )), ((()), ((i)), ((f)), (( )), ((i)), ((t)), (( )), ((a)), ((i)), ((n)), ((t)), (( )), ((g)), ((o)), ((t)), (( )), ((t)), ((h)), ((a)), ((t)), (( )), ((s)), ((w)), ((i)), ((n)), ((g)), (())))","(((i)), ((r)), ((v)), ((i)), ((n)), ((g)), (( )), ((m)), ((i)), ((l)), ((l)), ((s)), ((+)), ((d)), ((u)), ((k)), ((e)), (( )), ((e)), ((l)), ((l)), ((i)), ((n)), ((g)), ((t)), ((o)), ((n)))",1973,1
261178,961295,258341,"(((l)), ((e)), ((t)), (( )), ((i)), ((t)), (( )), ((t)), ((a)), ((k)), ((e)), (( )), ((y)), ((o)), ((u)), (( )), ((t)), ((h)), ((e)), ((r)), ((e)))","(((m)), ((a)), ((x)), ((i)), ((m)), ((u)), ((m)), (( )), ((j)), ((o)), ((y)))",2008,"(((l)), ((e)), ((t)), (( )), ((i)), ((t)), (( )), ((r)), ((o)), ((l)), ((l)))","(((m)), ((a)), ((x)), ((i)), ((m)), ((u)), ((m)), (( )), ((r)), ((o)), ((a)), ((c)), ((h)))",2003,0
263997,591181,236517,"(((w)), ((i)), ((s)), ((h)), ((i)), ((n)), ((g)), (( )), ((i)), (( )), ((w)), ((a)), ((s)), (( )), ((l)), ((u)), ((c)), ((k)), ((y)))","(((w)), ((e)), ((t)), (( )), ((w)), ((e)), ((t)), (( )), ((w)), ((e)), ((t)))",1987,"(((w)), ((i)), ((s)), ((h)), ((i)), ((n)), ((g)), (( )), ((i)), (( )), ((w)), ((a)), ((s)), (( )), ((l)), ((u)), ((c)), ((k)), ((y)))","(((w)), ((e)), ((t)), (( )), ((w)), ((e)), ((t)), (( )), ((w)), ((e)), ((t)))",2002,1
268797,639456,399207,"(((i)), ((t)), (( )), ((w)), ((a)), ((s)), ((n)), ((')), ((t)), (( )), ((g)), ((o)), ((d)), (( )), ((w)), ((h)), ((o)), (( )), ((m)), ((a)), ((d)), ((e)), (( )), ((h)), ((o)), ((n)), ((k)), ((y)), (( )), ((t)), ((o)), ((n)), ((k)), (( )), ((a)), ((n)), ((g)), ((e)), ((l)), ((s)))","(((k)), ((i)), ((t)), ((t)), ((y)), (( )), ((w)), ((e)), ((l)), ((l)), ((s)))",1952,"(((i)), ((t)), (( )), ((w)), ((a)), ((s)), ((n)), ((t)), (( )), ((g)), ((o)), ((d)), (( )), ((w)), ((h)), ((o)), (( )), ((m)), ((a)), ((d)), ((e)), (( )), ((h)), ((o)), ((n)), ((k)), ((y)), (( )), ((t)), ((o)), ((n)), ((k)), (( )), ((a)), ((n)), ((g)), ((e)), ((l)), ((s)))","(((j)), ((.)), ((d)), ((.)), (( )), ((m)), ((i)), ((l)), ((l)), ((e)), ((r)), ((+)), ((k)), ((i)), ((t)), ((t)), ((y)), (( )), ((w)), ((e)), ((l)), ((l)), ((s)))",2010,1
269635,165585,602162,"(((l)), ((u)), ((o)), ((n)), ((a)), ((s)), (( )), ((k)), ((a)), ((i)), (( )), ((o)), ((l)), ((l)), ((a)), (( )), ((s)), ((a)), ((a)), ((n)))","(((j)), ((u)), ((i)), ((c)), ((e)), (( )), ((l)), ((e)), ((s)), ((k)), ((i)), ((n)), ((e)), ((n)))",1994,"(((l)), ((u)), ((o)), ((n)), ((a)), ((s)), (( )), ((k)), ((a)), ((i)), (( )), ((o)), ((l)), ((l)), ((a)), (( )), ((s)), ((a)), ((a)))","(((j)), ((u)), ((i)), ((c)), ((e)), (( )), ((l)), ((e)), ((s)), ((k)), ((i)), ((n)), ((e)), ((n)), ((+)), ((j)), ((u)), ((i)), ((c)), ((e)), (( )), ((l)), ((e)), ((s)), ((k)), ((i)), ((n)), ((e)), ((n)), (( )), ((s)), ((l)), ((a)), ((m)))",1981,1
269636,721760,733300,"(((c)), ((a)), ((d)), ((i)), ((l)), ((l)), ((a)), ((c)), (( )), ((s)), ((o)), ((l)), ((i)), ((t)), ((a)), ((r)), ((i)), ((o)), (( )), ((()), ((l)), ((i)), ((v)), ((e)), (())))","(((l)), ((o)), ((q)), ((u)), ((i)), ((l)), ((l)), ((o)), (( )), ((y)), (( )), ((l)), ((o)), ((s)), (( )), ((t)), ((r)), ((o)), ((g)), ((l)), ((o)), ((d)), ((i)), ((t)), ((a)), ((s)))",0,"(((c)), ((a)), ((d)), ((i)), ((l)), ((l)), ((a)), ((c)), (( )), ((s)), ((o)), ((l)), ((i)), ((t)), ((a)), ((r)), ((i)), ((o)))","(((s)), ((a)), ((b)), ((i)), ((n)), ((o)), (( )), ((m)), ((Ã)), ((©)), ((n)), ((d)), ((e)), ((z)), ((+)), ((l)), ((o)), ((q)), ((u)), ((i)), ((l)), ((l)), ((o)), (( )), ((y)), (( )), ((t)), ((r)), ((o)), ((g)), ((l)), ((o)), ((d)), ((i)), ((t)), ((a)), ((s)))",1989,1
270894,877820,188694,"(((i)), (( )), ((f)), ((i)), ((n)), ((a)), ((l)), ((l)), ((y)), (( )), ((k)), ((n)), ((o)), ((w)))","(((b)), ((o)), ((y)), ((z)), (( )), ((i)), ((i)), (( )), ((m)), ((e)), ((n)))",2000,"(((i)), (( )), ((k)), ((n)), ((o)), ((w)), (( )), ((y)), ((o)), ((u)), (( )), ((k)), ((n)), ((o)), ((w)))","(((s)), ((t)), ((e)), ((v)), ((e)), (( )), ((f)), ((r)), ((a)), ((n)), ((k)), ((s)), ((+)), ((b)), ((o)), ((y)), ((s)), (( )), ((i)), ((i)), (( )), ((m)), ((e)), ((n)))",2006,0
